Database,Table,Column,Datatype,Missing,Distinct
film_rank,film_market_estimation,Type,object,0,3
film_rank,film_market_estimation,Market_ID,int64,0,3
film_rank,film_market_estimation,Year,int64,0,9
flight_1,flight,flno,int64,0,10
flight_1,flight,origin,object,0,2
flight_1,flight,destination,object,0,9
flight_1,flight,distance,int64,0,8
flight_1,flight,departure_date,object,0,10
flight_1,flight,arrival_date,object,0,10
flight_1,flight,price,float64,0,9
flight_1,flight,aid,int64,0,8
flight_1,aircraft,aid,int64,0,16
flight_1,aircraft,name,object,0,16
flight_1,aircraft,distance,int64,0,16
flight_1,employee,eid,int64,0,31
flight_1,employee,name,object,0,30
flight_1,employee,salary,int64,0,28
flight_1,certificate,eid,int64,0,20
flight_1,certificate,aid,int64,0,15
flight_2,airlines,uid,int64,0,12
flight_2,airlines,Airline,object,0,12
flight_2,airlines,Abbreviation,object,0,12
flight_2,airlines,Country,object,0,1
flight_2,airports,City,object,0,85
flight_2,airports,AirportCode,object,0,100
flight_2,airports,AirportName,object,0,89
flight_2,airports,Country,object,0,1
flight_2,airports,CountryAbbrev,object,0,2
flight_2,flights,Airline,int64,0,12
flight_2,flights,FlightNo,int64,0,836
flight_2,flights,SourceAirport,object,0,100
flight_2,flights,DestAirport,object,0,100
flight_4,routes,rid,int64,0,67240
flight_4,routes,dst_apid,int64,0,3321
flight_4,routes,dst_ap,object,0,2594
flight_4,routes,src_apid,int64,0,3315
flight_4,routes,src_ap,object,0,2590
flight_4,routes,alid,float64,475,547
flight_4,routes,airline,object,0,496
flight_4,routes,codeshare,object,52675,1
flight_4,airports,apid,int64,0,7184
flight_4,airports,name,object,0,7142
flight_4,airports,city,object,0,6511
flight_4,airports,country,object,0,237
flight_4,airports,x,float64,0,7175
flight_4,airports,y,float64,0,7167
flight_4,airports,elevation,int64,0,2442
flight_4,airports,iata,object,0,5655
flight_4,airports,icao,object,0,7184
flight_4,airlines,alid,int64,0,6162
flight_4,airlines,name,object,0,6073
flight_4,airlines,iata,object,1,1122
flight_4,airlines,icao,object,188,5855
flight_4,airlines,callsign,object,3,5262
flight_4,airlines,country,object,3,277
flight_4,airlines,active,object,0,2
flight_company,airport,id,int64,0,9
flight_company,airport,City,object,0,9
flight_company,airport,Country,object,0,7
flight_company,airport,IATA,object,0,9
flight_company,airport,ICAO,object,0,9
flight_company,airport,name,object,0,9
flight_company,operate_company,id,int64,0,14
flight_company,operate_company,name,object,0,14
flight_company,operate_company,Type,object,0,3
flight_company,operate_company,Principal_activities,object,0,7
flight_company,operate_company,Incorporated_in,object,0,5
flight_company,operate_company,Group_Equity_Shareholding,float64,0,7
flight_company,flight,id,int64,0,13
flight_company,flight,Vehicle_Flight_number,object,0,13
flight_company,flight,Date,object,0,13
flight_company,flight,Pilot,object,0,2
flight_company,flight,Velocity,float64,0,2
flight_company,flight,Altitude,float64,0,2
flight_company,flight,airport_id,int64,0,8
flight_company,flight,company_id,int64,0,10
formula_1,circuits,circuitId,int64,0,73
formula_1,circuits,circuitRef,object,0,73
formula_1,circuits,name,object,0,73
formula_1,circuits,location,object,0,70
formula_1,circuits,country,object,0,32
formula_1,circuits,lat,float64,0,72
formula_1,circuits,lng,float64,0,72
formula_1,circuits,alt,object,0,2
formula_1,circuits,url,object,0,73
formula_1,races,raceId,int64,0,997
formula_1,races,year,int64,0,69
formula_1,races,round,int64,0,21
formula_1,races,circuitId,int64,0,72
formula_1,races,name,object,0,42
formula_1,races,date,object,0,997
formula_1,races,time,object,0,21
formula_1,races,url,object,0,997
formula_1,drivers,driverId,int64,0,842
formula_1,drivers,driverRef,object,0,842
formula_1,drivers,number,object,0,38
formula_1,drivers,code,object,0,82
formula_1,drivers,forename,object,0,466
formula_1,drivers,surname,object,0,785
formula_1,drivers,dob,object,0,824
formula_1,drivers,nationality,object,0,41
formula_1,drivers,url,object,0,842
formula_1,status,statusId,int64,0,134
formula_1,status,status,object,0,134
formula_1,seasons,year,int64,0,69
formula_1,seasons,url,object,0,69
formula_1,constructors,constructorId,int64,0,208
formula_1,constructors,constructorRef,object,0,208
formula_1,constructors,name,object,0,208
formula_1,constructors,nationality,object,0,24
formula_1,constructors,url,object,0,171
formula_1,constructorStandings,constructorStandingsId,int64,0,11896
formula_1,constructorStandings,raceId,int64,0,912
formula_1,constructorStandings,constructorId,int64,0,156
formula_1,constructorStandings,points,float64,0,445
formula_1,constructorStandings,position,int64,0,22
formula_1,constructorStandings,positionText,object,0,23
formula_1,constructorStandings,wins,int64,0,20
formula_1,results,resultId,int64,0,23777
formula_1,results,raceId,int64,0,976
formula_1,results,driverId,int64,0,842
formula_1,results,constructorId,int64,0,207
formula_1,results,number,object,0,129
formula_1,results,grid,int64,0,35
formula_1,results,position,object,0,34
formula_1,results,positionText,object,0,39
formula_1,results,positionOrder,int64,0,39
formula_1,results,points,float64,0,33
formula_1,results,laps,object,0,172
formula_1,results,time,object,0,5759
formula_1,results,milliseconds,object,0,5967
formula_1,results,fastestLap,object,0,78
formula_1,results,rank,object,0,26
formula_1,results,fastestLapTime,object,0,552
formula_1,results,fastestLapSpeed,object,0,5145
formula_1,results,statusId,int64,0,132
formula_1,driverStandings,driverStandingsId,int64,0,31726
formula_1,driverStandings,raceId,int64,0,976
formula_1,driverStandings,driverId,int64,0,835
formula_1,driverStandings,points,float64,0,343
formula_1,driverStandings,position,int64,0,108
formula_1,driverStandings,positionText,object,0,109
formula_1,driverStandings,wins,int64,0,14
formula_1,constructorResults,constructorResultsId,int64,0,11142
formula_1,constructorResults,raceId,int64,0,913
formula_1,constructorResults,constructorId,int64,0,172
formula_1,constructorResults,points,float64,0,45
formula_1,constructorResults,status,object,0,2
formula_1,qualifying,qualifyId,int64,0,7516
formula_1,qualifying,raceId,int64,0,345
formula_1,qualifying,driverId,int64,0,153
formula_1,qualifying,constructorId,int64,0,41
formula_1,qualifying,number,int64,0,49
formula_1,qualifying,position,int64,0,28
formula_1,qualifying,q1,object,0,6737
formula_1,qualifying,q2,object,0,3482
formula_1,qualifying,q3,object,0,2123
formula_1,pitStops,raceId,object,0,0
formula_1,pitStops,driverId,object,0,0
formula_1,pitStops,stop,object,0,0
formula_1,pitStops,lap,object,0,0
formula_1,pitStops,time,object,0,0
formula_1,pitStops,duration,object,0,0
formula_1,pitStops,milliseconds,object,0,0
formula_1,lapTimes,raceId,object,0,0
formula_1,lapTimes,driverId,object,0,0
formula_1,lapTimes,lap,object,0,0
formula_1,lapTimes,position,object,0,0
formula_1,lapTimes,time,object,0,0
formula_1,lapTimes,milliseconds,object,0,0
game_1,Student,StuID,int64,0,34
game_1,Student,LName,object,0,31
game_1,Student,Fname,object,0,24
game_1,Student,Age,int64,0,9
game_1,Student,Sex,object,0,2
game_1,Student,Major,int64,0,6
game_1,Student,Advisor,int64,0,18
game_1,Student,city_code,object,0,19
game_1,Video_Games,GameID,int64,0,6
game_1,Video_Games,GName,object,0,6
game_1,Video_Games,GType,object,0,6
game_1,Plays_Games,StuID,int64,0,5
game_1,Plays_Games,GameID,int64,0,6
game_1,Plays_Games,Hours_Played,int64,0,9
game_1,SportsInfo,StuID,int64,0,12
game_1,SportsInfo,SportName,object,0,10
game_1,SportsInfo,HoursPerWeek,int64,0,13
game_1,SportsInfo,GamesPlayed,int64,0,13
game_1,SportsInfo,OnScholarship,object,0,2
game_injury,stadium,id,int64,0,13
game_injury,stadium,name,object,0,12
game_injury,stadium,Home_Games,int64,0,1
game_injury,stadium,Average_Attendance,float64,0,13
game_injury,stadium,Total_Attendance,float64,0,13
game_injury,stadium,Capacity_Percentage,float64,0,10
game_injury,game,stadium_id,int64,0,12
game_injury,game,id,int64,0,20
game_injury,game,Season,int64,0,7
game_injury,game,Date,object,0,20
game_injury,game,Home_team,object,0,3
game_injury,game,Away_team,object,0,3
game_injury,game,Score,object,0,11
game_injury,game,Competition,object,0,3
game_injury,injury_accident,game_id,int64,0,11
game_injury,injury_accident,id,int64,0,15
game_injury,injury_accident,Player,object,0,15
game_injury,injury_accident,Injury,object,0,14
game_injury,injury_accident,Number_of_matches,object,0,9
game_injury,injury_accident,Source,object,0,1
gas_company,company,Company_ID,int64,0,10
gas_company,company,Rank,int64,0,10
gas_company,company,Company,object,0,10
gas_company,company,Headquarters,object,0,5
gas_company,company,Main_Industry,object,0,3
gas_company,company,Sales_billion,float64,0,10
gas_company,company,Profits_billion,float64,0,10
gas_company,company,Assets_billion,float64,0,10
gas_company,company,Market_Value,float64,0,10
gas_company,gas_station,Station_ID,int64,0,11
gas_company,gas_station,Open_Year,int64,0,11
gas_company,gas_station,Location,object,0,11
gas_company,gas_station,Manager_Name,object,0,10
gas_company,gas_station,Vice_Manager_Name,object,0,10
gas_company,gas_station,Representative_Name,object,0,10
gas_company,station_company,Station_ID,int64,0,6
gas_company,station_company,Company_ID,int64,0,5
gas_company,station_company,Rank_of_the_Year,int64,0,6
geo,state,state_name,object,0,0
geo,state,population,object,0,0
geo,state,area,object,0,0
geo,state,country_name,object,0,0
geo,state,capital,object,0,0
geo,state,density,object,0,0
geo,city,city_name,object,0,0
geo,city,population,object,0,0
geo,city,country_name,object,0,0
geo,city,state_name,object,0,0
geo,border_info,state_name,object,0,0
geo,border_info,border,object,0,0
geo,highlow,state_name,object,0,0
geo,highlow,highest_elevation,object,0,0
geo,highlow,lowest_point,object,0,0
geo,highlow,highest_point,object,0,0
geo,highlow,lowest_elevation,object,0,0
geo,lake,lake_name,object,0,0
geo,lake,area,object,0,0
geo,lake,country_name,object,0,0
geo,lake,state_name,object,0,0
geo,mountain,mountain_name,object,0,0
geo,mountain,mountain_altitude,object,0,0
geo,mountain,country_name,object,0,0
geo,mountain,state_name,object,0,0
geo,river,river_name,object,0,0
geo,river,length,object,0,0
geo,river,country_name,object,0,0
geo,river,traverse,object,0,0
gymnast,gymnast,Gymnast_ID,int64,0,7
gymnast,gymnast,Floor_Exercise_Points,float64,0,7
gymnast,gymnast,Pommel_Horse_Points,float64,0,7
gymnast,gymnast,Rings_Points,float64,0,7
gymnast,gymnast,Vault_Points,float64,0,6
gymnast,gymnast,Parallel_Bars_Points,float64,0,7
gymnast,gymnast,Horizontal_Bar_Points,float64,0,6
gymnast,gymnast,Total_Points,float64,0,7
gymnast,people,People_ID,int64,0,10
gymnast,people,Name,object,0,10
gymnast,people,Age,float64,0,6
gymnast,people,Height,float64,0,7
gymnast,people,Hometown,object,0,6
hospital_1,Physician,EmployeeID,int64,0,9
hospital_1,Physician,Name,object,0,9
hospital_1,Physician,Position,object,0,7
hospital_1,Physician,SSN,int64,0,9
hospital_1,Department,DepartmentID,int64,0,3
hospital_1,Department,Name,object,0,3
hospital_1,Department,Head,int64,0,3
hospital_1,Affiliated_With,Physician,int64,0,9
hospital_1,Affiliated_With,Department,int64,0,3
hospital_1,Affiliated_With,PrimaryAffiliation,int64,0,2
hospital_1,Procedures,Code,int64,0,7
hospital_1,Procedures,Name,object,0,7
hospital_1,Procedures,Cost,float64,0,7
hospital_1,Trained_In,Physician,int64,0,3
hospital_1,Trained_In,Treatment,int64,0,7
hospital_1,Trained_In,CertificationDate,object,0,2
hospital_1,Trained_In,CertificationExpires,object,0,2
hospital_1,Patient,SSN,int64,0,4
hospital_1,Patient,Name,object,0,4
hospital_1,Patient,Address,object,0,4
hospital_1,Patient,Phone,object,0,4
hospital_1,Patient,InsuranceID,int64,0,4
hospital_1,Patient,PCP,int64,0,3
hospital_1,Nurse,EmployeeID,int64,0,3
hospital_1,Nurse,Name,object,0,3
hospital_1,Nurse,Position,object,0,2
hospital_1,Nurse,Registered,int64,0,2
hospital_1,Nurse,SSN,int64,0,3
hospital_1,Appointment,AppointmentID,int64,0,9
hospital_1,Appointment,Patient,int64,0,4
hospital_1,Appointment,PrepNurse,float64,2,3
hospital_1,Appointment,Physician,int64,0,5
hospital_1,Appointment,Start,object,0,6
hospital_1,Appointment,End,object,0,7
hospital_1,Appointment,ExaminationRoom,object,0,3
hospital_1,Medication,Code,int64,0,5
hospital_1,Medication,Name,object,0,5
hospital_1,Medication,Brand,object,0,5
hospital_1,Medication,Description,object,0,1
hospital_1,Prescribes,Physician,int64,0,2
hospital_1,Prescribes,Patient,int64,0,2
hospital_1,Prescribes,Medication,int64,0,2
hospital_1,Prescribes,Date,object,0,3
hospital_1,Prescribes,Appointment,float64,1,2
hospital_1,Prescribes,Dose,object,0,2
hospital_1,Block,BlockFloor,int64,0,4
hospital_1,Block,BlockCode,int64,0,3
hospital_1,Room,RoomNumber,int64,0,36
hospital_1,Room,RoomType,object,0,1
hospital_1,Room,BlockFloor,int64,0,4
hospital_1,Room,BlockCode,int64,0,3
hospital_1,Room,Unavailable,int64,0,2
hospital_1,On_Call,Nurse,int64,0,3
hospital_1,On_Call,BlockFloor,int64,0,1
hospital_1,On_Call,BlockCode,int64,0,3
hospital_1,On_Call,OnCallStart,object,0,2
hospital_1,On_Call,OnCallEnd,object,0,2
hospital_1,Stay,StayID,int64,0,3
hospital_1,Stay,Patient,int64,0,3
hospital_1,Stay,Room,int64,0,3
hospital_1,Stay,StayStart,object,0,3
hospital_1,Stay,StayEnd,object,0,3
hospital_1,Undergoes,Patient,int64,0,2
hospital_1,Undergoes,Procedures,int64,0,6
hospital_1,Undergoes,Stay,int64,0,2
hospital_1,Undergoes,DateUndergoes,object,0,6
hospital_1,Undergoes,Physician,int64,0,3
hospital_1,Undergoes,AssistingNurse,int64,0,4
hr_1,regions,REGION_ID,int64,0,4
hr_1,regions,REGION_NAME,object,0,4
hr_1,countries,COUNTRY_ID,object,0,25
hr_1,countries,COUNTRY_NAME,object,0,25
hr_1,countries,REGION_ID,int64,0,4
hr_1,departments,DEPARTMENT_ID,int64,0,27
hr_1,departments,DEPARTMENT_NAME,object,0,27
hr_1,departments,MANAGER_ID,int64,0,12
hr_1,departments,LOCATION_ID,int64,0,7
hr_1,jobs,JOB_ID,object,0,19
hr_1,jobs,JOB_TITLE,object,0,19
hr_1,jobs,MIN_SALARY,int64,0,14
hr_1,jobs,MAX_SALARY,int64,0,13
hr_1,employees,EMPLOYEE_ID,int64,0,107
hr_1,employees,FIRST_NAME,object,0,91
hr_1,employees,LAST_NAME,object,0,102
hr_1,employees,EMAIL,object,0,107
hr_1,employees,PHONE_NUMBER,object,0,107
hr_1,employees,HIRE_DATE,object,0,107
hr_1,employees,JOB_ID,object,0,19
hr_1,employees,SALARY,int64,0,57
hr_1,employees,COMMISSION_PCT,float64,0,8
hr_1,employees,MANAGER_ID,int64,0,19
hr_1,employees,DEPARTMENT_ID,int64,0,12
hr_1,job_history,EMPLOYEE_ID,int64,0,8
hr_1,job_history,START_DATE,object,0,9
hr_1,job_history,END_DATE,object,0,8
hr_1,job_history,JOB_ID,object,0,9
hr_1,job_history,DEPARTMENT_ID,int64,0,7
hr_1,locations,LOCATION_ID,int64,0,23
hr_1,locations,STREET_ADDRESS,object,0,23
hr_1,locations,POSTAL_CODE,object,0,23
hr_1,locations,CITY,object,0,23
hr_1,locations,STATE_PROVINCE,object,0,18
hr_1,locations,COUNTRY_ID,object,0,15
icfp_1,Inst,instID,int64,0,8
icfp_1,Inst,name,object,0,8
icfp_1,Inst,country,object,0,4
icfp_1,Authors,authID,int64,0,13
icfp_1,Authors,lname,object,0,13
icfp_1,Authors,fname,object,0,13
icfp_1,Papers,paperID,int64,0,7
icfp_1,Papers,title,object,0,7
icfp_1,Authorship,authID,int64,0,13
icfp_1,Authorship,instID,int64,0,8
icfp_1,Authorship,paperID,int64,0,7
icfp_1,Authorship,authOrder,int64,0,3
imdb,actor,aid,object,0,0
imdb,actor,gender,object,0,0
imdb,actor,name,object,0,0
imdb,actor,nationality,object,0,0
imdb,actor,birth_city,object,0,0
imdb,actor,birth_year,object,0,0
imdb,copyright,id,object,0,0
imdb,copyright,msid,object,0,0
imdb,copyright,cid,object,0,0
imdb,cast,id,object,0,0
imdb,cast,msid,object,0,0
imdb,cast,aid,object,0,0
imdb,cast,role,object,0,0
imdb,genre,gid,object,0,0
imdb,genre,genre,object,0,0
imdb,classification,id,object,0,0
imdb,classification,msid,object,0,0
imdb,classification,gid,object,0,0
imdb,company,id,object,0,0
imdb,company,name,object,0,0
imdb,company,country_code,object,0,0
imdb,director,did,object,0,0
imdb,director,gender,object,0,0
imdb,director,name,object,0,0
imdb,director,nationality,object,0,0
imdb,director,birth_city,object,0,0
imdb,director,birth_year,object,0,0
imdb,producer,pid,object,0,0
imdb,producer,gender,object,0,0
imdb,producer,name,object,0,0
imdb,producer,nationality,object,0,0
imdb,producer,birth_city,object,0,0
imdb,producer,birth_year,object,0,0
imdb,directed_by,id,object,0,0
imdb,directed_by,msid,object,0,0
imdb,directed_by,did,object,0,0
imdb,keyword,id,object,0,0
imdb,keyword,keyword,object,0,0
imdb,made_by,id,object,0,0
imdb,made_by,msid,object,0,0
imdb,made_by,pid,object,0,0
imdb,movie,mid,object,0,0
imdb,movie,title,object,0,0
imdb,movie,release_year,object,0,0
imdb,movie,title_aka,object,0,0
imdb,movie,budget,object,0,0
imdb,tags,id,object,0,0
imdb,tags,msid,object,0,0
imdb,tags,kid,object,0,0
imdb,tv_series,sid,object,0,0
imdb,tv_series,title,object,0,0
imdb,tv_series,release_year,object,0,0
imdb,tv_series,num_of_seasons,object,0,0
imdb,tv_series,num_of_episodes,object,0,0
imdb,tv_series,title_aka,object,0,0
imdb,tv_series,budget,object,0,0
imdb,writer,wid,object,0,0
imdb,writer,gender,object,0,0
imdb,writer,name,object,0,0
imdb,writer,nationality,object,0,0
imdb,writer,num_of_episodes,object,0,0
imdb,writer,birth_city,object,0,0
imdb,writer,birth_year,object,0,0
imdb,written_by,id,object,0,0
imdb,written_by,msid,object,0,0
imdb,written_by,wid,object,0,0
inn_1,Rooms,RoomId,object,0,10
inn_1,Rooms,roomName,object,0,10
inn_1,Rooms,beds,int64,0,2
inn_1,Rooms,bedType,object,0,3
inn_1,Rooms,maxOccupancy,int64,0,2
inn_1,Rooms,basePrice,int64,0,6
inn_1,Rooms,decor,object,0,3
inn_1,Reservations,Code,int64,0,600
inn_1,Reservations,Room,object,0,10
inn_1,Reservations,CheckIn,object,0,309
inn_1,Reservations,CheckOut,object,0,306
inn_1,Reservations,Rate,float64,0,29
inn_1,Reservations,LastName,object,0,537
inn_1,Reservations,FirstName,object,0,489
inn_1,Reservations,Adults,int64,0,4
inn_1,Reservations,Kids,int64,0,4
insurance_and_eClaims,Customers,Customer_ID,int64,0,15
insurance_and_eClaims,Customers,Customer_Details,object,0,15
insurance_and_eClaims,Staff,Staff_ID,int64,0,15
insurance_and_eClaims,Staff,Staff_Details,object,0,15
insurance_and_eClaims,Policies,Policy_ID,int64,0,15
insurance_and_eClaims,Policies,Customer_ID,int64,0,10
insurance_and_eClaims,Policies,Policy_Type_Code,object,0,4
insurance_and_eClaims,Policies,Start_Date,object,0,15
insurance_and_eClaims,Policies,End_Date,object,0,15
insurance_and_eClaims,Claim_Headers,Claim_Header_ID,int64,0,15
insurance_and_eClaims,Claim_Headers,Claim_Status_Code,object,0,3
insurance_and_eClaims,Claim_Headers,Claim_Type_Code,object,0,3
insurance_and_eClaims,Claim_Headers,Policy_ID,int64,0,6
insurance_and_eClaims,Claim_Headers,Date_of_Claim,object,0,15
insurance_and_eClaims,Claim_Headers,Date_of_Settlement,object,0,15
insurance_and_eClaims,Claim_Headers,Amount_Claimed,float64,0,15
insurance_and_eClaims,Claim_Headers,Amount_Piad,float64,0,15
insurance_and_eClaims,Claims_Documents,Claim_ID,int64,0,10
insurance_and_eClaims,Claims_Documents,Document_Type_Code,object,0,3
insurance_and_eClaims,Claims_Documents,Created_by_Staff_ID,int64,0,9
insurance_and_eClaims,Claims_Documents,Created_Date,int64,0,7
insurance_and_eClaims,Claims_Processing_Stages,Claim_Stage_ID,int64,0,2
insurance_and_eClaims,Claims_Processing_Stages,Next_Claim_Stage_ID,int64,0,1
insurance_and_eClaims,Claims_Processing_Stages,Claim_Status_Name,object,0,2
insurance_and_eClaims,Claims_Processing_Stages,Claim_Status_Description,object,0,2
insurance_and_eClaims,Claims_Processing,Claim_Processing_ID,int64,0,15
insurance_and_eClaims,Claims_Processing,Claim_ID,int64,0,9
insurance_and_eClaims,Claims_Processing,Claim_Outcome_Code,object,0,3
insurance_and_eClaims,Claims_Processing,Claim_Stage_ID,int64,0,2
insurance_and_eClaims,Claims_Processing,Staff_ID,int64,0,9
insurance_fnol,Customers,Customer_ID,int64,0,15
insurance_fnol,Customers,Customer_name,object,0,15
insurance_fnol,Services,Service_ID,int64,0,4
insurance_fnol,Services,Service_name,object,0,4
insurance_fnol,Available_Policies,Policy_ID,int64,0,15
insurance_fnol,Available_Policies,policy_type_code,object,0,4
insurance_fnol,Available_Policies,Customer_Phone,object,0,15
insurance_fnol,Customers_Policies,Customer_ID,int64,0,9
insurance_fnol,Customers_Policies,Policy_ID,int64,0,11
insurance_fnol,Customers_Policies,Date_Opened,object,0,14
insurance_fnol,Customers_Policies,Date_Closed,object,0,13
insurance_fnol,First_Notification_of_Loss,FNOL_ID,int64,0,7
insurance_fnol,First_Notification_of_Loss,Customer_ID,int64,0,5
insurance_fnol,First_Notification_of_Loss,Policy_ID,int64,0,7
insurance_fnol,First_Notification_of_Loss,Service_ID,int64,0,4
insurance_fnol,Claims,Claim_ID,int64,0,10
insurance_fnol,Claims,FNOL_ID,int64,0,7
insurance_fnol,Claims,Effective_Date,object,0,10
insurance_fnol,Settlements,Settlement_ID,int64,0,10
insurance_fnol,Settlements,Claim_ID,int64,0,10
insurance_fnol,Settlements,Effective_Date,object,0,10
insurance_fnol,Settlements,Settlement_Amount,float64,0,10
insurance_policies,Customers,Customer_ID,int64,0,15
insurance_policies,Customers,Customer_Details,object,0,15
insurance_policies,Customer_Policies,Policy_ID,int64,0,15
insurance_policies,Customer_Policies,Customer_ID,int64,0,11
insurance_policies,Customer_Policies,Policy_Type_Code,object,0,4
insurance_policies,Customer_Policies,Start_Date,object,0,15
insurance_policies,Customer_Policies,End_Date,object,0,14
insurance_policies,Claims,Claim_ID,int64,0,15
insurance_policies,Claims,Policy_ID,int64,0,9
insurance_policies,Claims,Date_Claim_Made,object,0,15
insurance_policies,Claims,Date_Claim_Settled,object,0,14
insurance_policies,Claims,Amount_Claimed,int64,0,15
insurance_policies,Claims,Amount_Settled,int64,0,15
insurance_policies,Settlements,Settlement_ID,int64,0,15
insurance_policies,Settlements,Claim_ID,int64,0,9
insurance_policies,Settlements,Date_Claim_Made,object,0,15
insurance_policies,Settlements,Date_Claim_Settled,object,0,13
insurance_policies,Settlements,Amount_Claimed,int64,0,15
insurance_policies,Settlements,Amount_Settled,int64,0,15
insurance_policies,Settlements,Customer_Policy_ID,int64,0,15
insurance_policies,Payments,Payment_ID,int64,0,15
insurance_policies,Payments,Settlement_ID,int64,0,9
insurance_policies,Payments,Payment_Method_Code,object,0,4
insurance_policies,Payments,Date_Payment_Made,object,0,14
insurance_policies,Payments,Amount_Payment,int64,0,15
journal_committee,journal,Journal_ID,int64,0,16
journal_committee,journal,Date,object,0,16
journal_committee,journal,Theme,object,0,16
journal_committee,journal,Sales,int64,0,16
journal_committee,editor,Editor_ID,int64,0,9
journal_committee,editor,Name,object,0,9
journal_committee,editor,Age,float64,0,9
journal_committee,journal_committee,Editor_ID,int64,0,6
journal_committee,journal_committee,Journal_ID,int64,0,7
journal_committee,journal_committee,Work_Type,object,0,3
loan_1,bank,branch_ID,int64,0,4
loan_1,bank,bname,object,0,4
loan_1,bank,no_of_customers,int64,0,4
loan_1,bank,city,object,0,3
loan_1,bank,state,object,0,3
loan_1,customer,cust_ID,object,0,3
loan_1,customer,cust_name,object,0,3
loan_1,customer,acc_type,object,0,2
loan_1,customer,acc_bal,int64,0,3
loan_1,customer,no_of_loans,int64,0,3
loan_1,customer,credit_score,int64,0,3
loan_1,customer,branch_ID,int64,0,3
loan_1,customer,state,object,0,3
loan_1,loan,loan_ID,object,0,3
loan_1,loan,loan_type,object,0,3
loan_1,loan,cust_ID,object,0,2
loan_1,loan,branch_ID,object,0,3
loan_1,loan,amount,int64,0,3
local_govt_and_lot,Customers,customer_id,int64,0,15
local_govt_and_lot,Customers,customer_details,object,0,15
local_govt_and_lot,Properties,property_id,int64,0,15
local_govt_and_lot,Properties,property_type_code,object,0,3
local_govt_and_lot,Properties,property_address,object,0,15
local_govt_and_lot,Properties,other_details,object,0,1
local_govt_and_lot,Residents,resident_id,int64,0,15
local_govt_and_lot,Residents,property_id,int64,0,11
local_govt_and_lot,Residents,date_moved_in,object,0,3
local_govt_and_lot,Residents,date_moved_out,object,0,15
local_govt_and_lot,Residents,other_details,object,0,15
local_govt_and_lot,Organizations,organization_id,int64,0,3
local_govt_and_lot,Organizations,parent_organization_id,int64,0,2
local_govt_and_lot,Organizations,organization_details,object,0,3
local_govt_and_lot,Services,service_id,int64,0,15
local_govt_and_lot,Services,organization_id,int64,0,3
local_govt_and_lot,Services,service_type_code,object,0,4
local_govt_and_lot,Services,service_details,object,0,2
local_govt_and_lot,Residents_Services,resident_id,int64,0,11
local_govt_and_lot,Residents_Services,service_id,int64,0,8
local_govt_and_lot,Residents_Services,date_moved_in,object,0,3
local_govt_and_lot,Residents_Services,property_id,int64,0,10
local_govt_and_lot,Residents_Services,date_requested,object,0,11
local_govt_and_lot,Residents_Services,date_provided,object,0,11
local_govt_and_lot,Residents_Services,other_details,object,0,2
local_govt_and_lot,Things,thing_id,int64,0,15
local_govt_and_lot,Things,organization_id,int64,0,3
local_govt_and_lot,Things,Type_of_Thing_Code,object,0,3
local_govt_and_lot,Things,service_type_code,object,0,2
local_govt_and_lot,Things,service_details,object,0,2
local_govt_and_lot,Customer_Events,Customer_Event_ID,int64,0,13
local_govt_and_lot,Customer_Events,customer_id,int64,0,8
local_govt_and_lot,Customer_Events,date_moved_in,object,0,2
local_govt_and_lot,Customer_Events,property_id,int64,0,10
local_govt_and_lot,Customer_Events,resident_id,int64,0,13
local_govt_and_lot,Customer_Events,thing_id,int64,0,9
local_govt_and_lot,Customer_Event_Notes,Customer_Event_Note_ID,int64,0,13
local_govt_and_lot,Customer_Event_Notes,Customer_Event_ID,int64,0,8
local_govt_and_lot,Customer_Event_Notes,service_type_code,object,0,2
local_govt_and_lot,Customer_Event_Notes,resident_id,int64,0,8
local_govt_and_lot,Customer_Event_Notes,property_id,int64,0,10
local_govt_and_lot,Customer_Event_Notes,date_moved_in,object,0,13
local_govt_and_lot,Timed_Status_of_Things,thing_id,int64,0,11
local_govt_and_lot,Timed_Status_of_Things,Date_and_Date,object,0,18
local_govt_and_lot,Timed_Status_of_Things,Status_of_Thing_Code,object,0,3
local_govt_and_lot,Timed_Locations_of_Things,thing_id,int64,0,9
local_govt_and_lot,Timed_Locations_of_Things,Date_and_Time,object,0,15
local_govt_and_lot,Timed_Locations_of_Things,Location_Code,object,0,15
local_govt_in_alabama,Services,Service_ID,int64,0,4
local_govt_in_alabama,Services,Service_Type_Code,object,0,4
local_govt_in_alabama,Participants,Participant_ID,int64,0,15
local_govt_in_alabama,Participants,Participant_Type_Code,object,0,2
local_govt_in_alabama,Participants,Participant_Details,object,0,15
local_govt_in_alabama,Events,Event_ID,int64,0,15
local_govt_in_alabama,Events,Service_ID,int64,0,4
local_govt_in_alabama,Events,Event_Details,object,0,2
local_govt_in_alabama,Participants_in_Events,Event_ID,int64,0,12
local_govt_in_alabama,Participants_in_Events,Participant_ID,int64,0,10
local_govt_mdm,Customer_Master_Index,master_customer_id,int64,0,9
local_govt_mdm,Customer_Master_Index,cmi_details,object,0,9
local_govt_mdm,CMI_Cross_References,cmi_cross_ref_id,int64,0,21
local_govt_mdm,CMI_Cross_References,master_customer_id,int64,0,6
local_govt_mdm,CMI_Cross_References,source_system_code,object,0,6
